지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),시정(10m)
102,백령도,2018-01-02 12:00,-.7,,2.8,50,48,2000
102,백령도,2018-01-02 13:00,0,,2.8,340,43,1974
102,백령도,2018-01-02 14:00,-.4,,2.4,340,46,2000
102,백령도,2018-01-02 15:00,-.8,,2.5,340,43,2000
102,백령도,2018-01-02 16:00,-1.2,,2.5,320,48,2000
102,백령도,2018-01-02 17:00,-1.8,,3.5,290,46,2000
102,백령도,2018-01-02 18:00,-2.1,,3.8,320,51,2000
102,백령도,2018-01-02 19:00,-2.5,,2.1,340,53,2000
102,백령도,2018-01-02 20:00,-2.5,,2.3,340,58,2000
102,백령도,2018-01-02 21:00,-2.2,,2.7,360,53,2000
102,백령도,2018-01-02 22:00,-2.1,,2.1,340,50,2000
102,백령도,2018-01-02 23:00,-2.3,,2.4,340,51,2000
102,백령도,2018-01-03 00:00,-2.6,,2.9,340,55,2000
102,백령도,2018-01-03 01:00,-2.9,,2.5,340,56,2000
102,백령도,2018-01-03 02:00,-3,,2.9,360,60,2000
102,백령도,2018-01-03 03:00,-3,,2.6,20,59,2000
102,백령도,2018-01-03 04:00,-3.2,,2.6,360,64,2000
102,백령도,2018-01-03 05:00,-3.5,,2.8,20,65,2000
102,백령도,2018-01-03 06:00,-3.6,,2.7,360,63,2000
102,백령도,2018-01-03 07:00,-3.7,,2.7,360,64,2000
102,백령도,2018-01-03 08:00,-3.9,,2.7,340,62,2000
102,백령도,2018-01-03 09:00,-3.7,,3,360,59,2000
102,백령도,2018-01-03 10:00,-3.5,,3.3,320,59,2000
102,백령도,2018-01-03 11:00,-3.5,,2.8,320,60,2000
102,백령도,2018-01-03 12:00,-3.3,,3.3,320,59,2000
102,백령도,2018-01-03 13:00,-3.3,,2.7,320,61,2000
102,백령도,2018-01-03 14:00,-3,,3.1,320,56,2000
102,백령도,2018-01-03 15:00,-3.6,0,2.7,320,59,2000
102,백령도,2018-01-03 16:00,-3.8,,2.8,320,60,2000
102,백령도,2018-01-03 17:00,-4.3,,3.1,340,60,2000
102,백령도,2018-01-03 18:00,-4.2,,3.3,320,60,2000
102,백령도,2018-01-03 19:00,-3.6,,3.1,320,61,2000
102,백령도,2018-01-03 20:00,-3.2,,3.3,320,56,2000
102,백령도,2018-01-03 21:00,-3.1,,3.4,320,56,2000
102,백령도,2018-01-03 22:00,-2.9,,3.9,320,56,2000
102,백령도,2018-01-03 23:00,-3.3,,3.2,340,56,2000
102,백령도,2018-01-04 00:00,-3.9,,3.9,320,57,2000
102,백령도,2018-01-04 01:00,-4.2,,3.4,340,56,2000
102,백령도,2018-01-04 02:00,-4.1,,3.3,340,57,2000
102,백령도,2018-01-04 03:00,-4.2,,3,340,57,2000
102,백령도,2018-01-04 04:00,-4.2,,2.7,340,58,2000
102,백령도,2018-01-04 05:00,-4.2,,3.4,340,60,2000
102,백령도,2018-01-04 06:00,-4.4,,3.4,340,60,2000
102,백령도,2018-01-04 07:00,-4.3,,2.9,360,62,2000
102,백령도,2018-01-04 08:00,-4.4,,2.5,360,63,2000
102,백령도,2018-01-04 09:00,-4.1,,2.6,360,61,2000
102,백령도,2018-01-04 10:00,-3.7,,2.2,320,60,2000
102,백령도,2018-01-04 11:00,-3,,2.2,340,58,2000
102,백령도,2018-01-04 12:00,-3.3,,3.1,320,62,2000
102,백령도,2018-01-04 13:00,-3.1,,3.1,320,62,2000
102,백령도,2018-01-04 14:00,-2.9,,3.3,320,62,2000
102,백령도,2018-01-04 15:00,-3.5,,2.5,360,66,2000
102,백령도,2018-01-04 16:00,-3.8,,2,340,70,2000
102,백령도,2018-01-04 17:00,-3.8,,1.7,360,72,2000
102,백령도,2018-01-04 18:00,-3.7,,1.8,340,71,2000
102,백령도,2018-01-04 19:00,-3.4,,2.1,320,72,2000
102,백령도,2018-01-04 20:00,-3.2,,1.8,320,73,2000
102,백령도,2018-01-04 21:00,-3.4,,1.5,320,72,2000
102,백령도,2018-01-04 22:00,-3.9,,2.2,50,76,2000
102,백령도,2018-01-04 23:00,-4.3,,1.4,50,75,2000
102,백령도,2018-01-05 00:00,-4.4,,1.5,360,68,2000
102,백령도,2018-01-05 01:00,-4,,1.4,340,65,2000
102,백령도,2018-01-05 02:00,-3.5,,1.5,360,71,2000
102,백령도,2018-01-05 03:00,-3.2,,1.4,20,77,2000
102,백령도,2018-01-05 04:00,-2.9,,1.4,360,73,2000
102,백령도,2018-01-05 05:00,-1.9,,3.4,320,63,2000
102,백령도,2018-01-05 06:00,-1.9,,3.4,290,64,2000
102,백령도,2018-01-05 07:00,-2.1,,3.5,290,67,1989
102,백령도,2018-01-05 08:00,-2.3,,4.1,290,65,2000
102,백령도,2018-01-05 09:00,-1.9,,3.8,290,65,2000
102,백령도,2018-01-05 10:00,-1.6,,3.7,290,64,2000
102,백령도,2018-01-05 11:00,-.8,,3.8,290,59,1944
102,백령도,2018-01-05 12:00,-.5,,4.5,290,56,1970
102,백령도,2018-01-05 13:00,-.2,,5.7,290,56,1982
102,백령도,2018-01-05 14:00,0,,4.5,290,54,2000
102,백령도,2018-01-05 15:00,.2,,3.9,290,54,2000
102,백령도,2018-01-05 16:00,-.1,,3.6,290,56,2000
102,백령도,2018-01-05 17:00,-.8,,3.6,290,60,2000
102,백령도,2018-01-05 18:00,-1.3,,3.8,290,63,2000
102,백령도,2018-01-05 19:00,-1,,3.5,320,54,2000
102,백령도,2018-01-05 20:00,-.8,,3.7,290,54,2000
102,백령도,2018-01-05 21:00,-.6,,4.4,290,49,2000
102,백령도,2018-01-05 22:00,-.1,,4.2,290,45,2000
102,백령도,2018-01-05 23:00,.2,,4.2,290,46,2000
102,백령도,2018-01-06 00:00,.2,,5.8,290,47,2000
102,백령도,2018-01-06 01:00,.1,,4.4,290,47,2000
102,백령도,2018-01-06 02:00,-.2,,4.3,290,52,2000
102,백령도,2018-01-06 03:00,-1,,3.1,320,57,2000
102,백령도,2018-01-06 04:00,-1.4,,2.7,360,54,2000
102,백령도,2018-01-06 05:00,-1.6,,2.3,340,53,2000
102,백령도,2018-01-06 06:00,-1.7,,2.6,340,53,2000
102,백령도,2018-01-06 07:00,-1.6,,2.3,340,56,2000
102,백령도,2018-01-06 08:00,-1.7,,2.2,360,55,2000
102,백령도,2018-01-06 09:00,-1,,2.2,360,48,2000
102,백령도,2018-01-06 10:00,-.3,,1.6,360,47,1961
102,백령도,2018-01-06 11:00,.2,,2,340,47,1975
102,백령도,2018-01-06 12:00,.7,,2.6,320,49,1943
102,백령도,2018-01-06 13:00,.7,,3.4,290,48,2000
102,백령도,2018-01-06 14:00,1.1,,2.9,320,49,1985
102,백령도,2018-01-06 15:00,.8,,2.3,320,52,2000
102,백령도,2018-01-06 16:00,-.2,,2.7,320,53,2000
102,백령도,2018-01-06 17:00,-1.1,,2.3,320,57,2000
102,백령도,2018-01-06 18:00,-1.7,,1.5,320,59,2000
102,백령도,2018-01-06 19:00,-1.7,,2,360,62,2000
102,백령도,2018-01-06 20:00,-1.7,,1.4,50,63,2000
102,백령도,2018-01-06 21:00,-1.4,,2,320,65,2000
102,백령도,2018-01-06 22:00,-1.1,,2.5,320,65,2000
102,백령도,2018-01-06 23:00,-.8,,2.4,340,64,2000
102,백령도,2018-01-07 00:00,-1,,2.1,50,69,2000
102,백령도,2018-01-07 01:00,-1.7,,2.6,50,73,1914
102,백령도,2018-01-07 02:00,-1.3,,3,50,71,1996
102,백령도,2018-01-07 03:00,-1.2,,1,70,68,1997
102,백령도,2018-01-07 04:00,-1.8,,3.4,50,70,2000
102,백령도,2018-01-07 05:00,-1.4,,3.9,50,57,2000
102,백령도,2018-01-07 06:00,-1.4,,6,50,60,2000
102,백령도,2018-01-07 07:00,-1.9,,4.2,50,57,2000
102,백령도,2018-01-07 08:00,-2.3,,2.8,70,58,2000
102,백령도,2018-01-07 09:00,-1.6,,2.1,90,56,2000
102,백령도,2018-01-07 10:00,-1,,1.2,160,53,2000
102,백령도,2018-01-07 11:00,.5,,1.2,90,41,2000
102,백령도,2018-01-07 12:00,.7,,1.6,90,32,2000
102,백령도,2018-01-07 13:00,.2,,3.2,90,46,2000
102,백령도,2018-01-07 14:00,.3,,2.2,70,44,2000
102,백령도,2018-01-07 15:00,.4,,1.4,90,53,1944
102,백령도,2018-01-07 16:00,.5,,1.2,70,47,2000
102,백령도,2018-01-07 17:00,.2,,.6,70,57,1999
102,백령도,2018-01-07 18:00,-.2,,.4,0,60,2000
102,백령도,2018-01-07 19:00,0,,0,0,59,2000
102,백령도,2018-01-07 20:00,.1,,1.6,140,58,2000
102,백령도,2018-01-07 21:00,.2,,1.6,110,55,2000
102,백령도,2018-01-07 22:00,-.2,,1.9,90,51,2000
102,백령도,2018-01-07 23:00,.1,,2.4,90,49,2000
102,백령도,2018-01-08 00:00,.2,,1.3,90,48,2000
102,백령도,2018-01-08 01:00,.4,,1.3,110,46,2000
102,백령도,2018-01-08 02:00,.6,,.8,200,47,2000
102,백령도,2018-01-08 03:00,.6,,.5,160,50,2000
102,백령도,2018-01-08 04:00,.8,,1.8,270,56,2000
102,백령도,2018-01-08 05:00,.9,,1.7,230,60,2000
102,백령도,2018-01-08 06:00,1.3,,1.9,250,67,2000
102,백령도,2018-01-08 07:00,1.5,,3.7,250,71,2000
102,백령도,2018-01-08 08:00,1.9,,4.5,270,72,2000
102,백령도,2018-01-08 09:00,1.6,0,5.2,290,86,2000
102,백령도,2018-01-08 10:00,.3,,3.1,290,94,166
102,백령도,2018-01-08 11:00,1.6,,.7,320,95,1498
102,백령도,2018-01-08 12:00,1.7,.4,1.9,290,94,1337
102,백령도,2018-01-08 13:00,1.2,,3.3,270,95,850
102,백령도,2018-01-08 14:00,.8,,7.1,270,95,274
102,백령도,2018-01-08 15:00,1,1,8.5,270,95,552
102,백령도,2018-01-08 16:00,1.6,,8.1,270,64,1968
102,백령도,2018-01-08 17:00,1.3,,11.3,290,71,1549
102,백령도,2018-01-08 18:00,-.6,.1,12,290,92,444
102,백령도,2018-01-08 19:00,.4,,14.6,290,47,1575
102,백령도,2018-01-08 20:00,-.4,,12.9,290,53,1789
102,백령도,2018-01-08 21:00,-1.5,0,15.8,290,58,1644
102,백령도,2018-01-08 22:00,-2.9,,15.1,290,76,230
102,백령도,2018-01-08 23:00,-3.5,,12.2,290,84,161
102,백령도,2018-01-09 00:00,-2.4,0,12.9,290,51,2000
102,백령도,2018-01-09 01:00,-2.9,,10.6,290,44,2000
102,백령도,2018-01-09 02:00,-3.4,,11.2,290,56,1699
102,백령도,2018-01-09 03:00,-2.9,0,13.2,290,47,2000
102,백령도,2018-01-09 04:00,-3.5,,12,290,47,1864
102,백령도,2018-01-09 05:00,-3.5,,9.5,290,50,2000
102,백령도,2018-01-09 06:00,-3.6,,12.2,290,50,2000
102,백령도,2018-01-09 07:00,-3.6,,9.4,290,50,2000
102,백령도,2018-01-09 08:00,-3.7,,8.7,290,53,2000
102,백령도,2018-01-09 09:00,-3.7,0,10.5,290,55,1765
102,백령도,2018-01-09 10:00,-3.3,,9.8,290,52,1982
102,백령도,2018-01-09 11:00,-3.4,,10,290,60,1674
102,백령도,2018-01-09 12:00,-3.2,0,8.7,290,57,1854
102,백령도,2018-01-09 13:00,-2.4,,6.6,290,53,1979
102,백령도,2018-01-09 14:00,-2.9,,6.2,290,54,1602
102,백령도,2018-01-09 15:00,-1.5,0,3.9,290,52,2000
102,백령도,2018-01-09 16:00,-2.1,,3.7,290,65,1388
102,백령도,2018-01-09 17:00,-3.1,,1,320,93,1220
102,백령도,2018-01-09 18:00,-2,.3,6.4,290,86,1676
102,백령도,2018-01-09 19:00,-1.9,,7.6,290,73,2000
102,백령도,2018-01-09 20:00,-1.3,,7.9,290,55,1976
102,백령도,2018-01-09 21:00,-2.8,.2,1.5,250,76,2000
102,백령도,2018-01-09 22:00,-4.1,,3,70,93,890
102,백령도,2018-01-09 23:00,-4.9,,4.2,50,93,110
102,백령도,2018-01-10 00:00,-5.1,1,2.7,50,93,120
102,백령도,2018-01-10 01:00,-5.2,,2.7,50,93,584
102,백령도,2018-01-10 02:00,-3.7,,6.7,290,44,1777
102,백령도,2018-01-10 03:00,-4.4,0,4.5,290,55,1983
102,백령도,2018-01-10 04:00,-4.6,,6.7,290,43,1995
102,백령도,2018-01-10 05:00,-4.8,,5.8,290,47,1864
102,백령도,2018-01-10 06:00,-5.5,0,7.3,290,49,1954
102,백령도,2018-01-10 07:00,-5.8,,8,290,42,1863
102,백령도,2018-01-10 08:00,-5.9,,9,290,42,2000
102,백령도,2018-01-10 09:00,-6.1,0,6.3,290,57,1894
102,백령도,2018-01-10 10:00,-6.4,,6.6,290,62,1779
102,백령도,2018-01-10 11:00,-7,,5.2,290,78,577
102,백령도,2018-01-10 12:00,-7.7,0,5,290,90,110
102,백령도,2018-01-10 13:00,-7.6,,4.1,320,84,443
102,백령도,2018-01-10 14:00,-7.8,,4.7,290,81,298
102,백령도,2018-01-10 15:00,-8,0,4.3,290,81,520
102,백령도,2018-01-10 16:00,-7.6,,3.9,290,82,631
102,백령도,2018-01-10 17:00,-8.1,,5.1,290,85,329
102,백령도,2018-01-10 18:00,-8.2,0,8.5,290,71,947
102,백령도,2018-01-10 19:00,-7.6,,7.3,290,61,1578
102,백령도,2018-01-10 20:00,-7.8,,5.5,320,73,1099
102,백령도,2018-01-10 21:00,-8.7,0,6,290,81,117
102,백령도,2018-01-10 22:00,-8.6,,4.9,320,75,602
102,백령도,2018-01-10 23:00,-8.9,,4.8,290,64,1224
102,백령도,2018-01-11 00:00,-9.2,.2,5.1,320,63,920
102,백령도,2018-01-11 01:00,-9.3,,4.6,290,74,418
102,백령도,2018-01-11 02:00,-9.4,,4.9,320,68,1095
102,백령도,2018-01-11 03:00,-9.4,0,5.5,320,65,1062
102,백령도,2018-01-11 04:00,-9.2,,4,320,62,1909
102,백령도,2018-01-11 05:00,-9.9,,4.2,320,81,426
102,백령도,2018-01-11 06:00,-9.8,.2,4.5,320,67,1820
102,백령도,2018-01-11 07:00,-10,,4.5,290,69,878
102,백령도,2018-01-11 08:00,-10.1,,5.7,320,62,1405
102,백령도,2018-01-11 09:00,-10.7,.1,4.5,320,67,518
102,백령도,2018-01-11 10:00,-10.3,,4.4,320,69,695
102,백령도,2018-01-11 11:00,-10,,5.4,290,59,1349
102,백령도,2018-01-11 12:00,-9.8,0,5.1,320,63,1053
102,백령도,2018-01-11 13:00,-9.8,,5.1,320,64,1053
102,백령도,2018-01-11 14:00,-9.7,,4.5,320,73,414
102,백령도,2018-01-11 15:00,-9.7,0,4.1,320,61,1695
102,백령도,2018-01-11 16:00,-9.8,,4.5,290,68,758
102,백령도,2018-01-11 17:00,-9.7,,5.4,290,73,740
102,백령도,2018-01-11 18:00,-9.9,.2,5.8,290,76,593
102,백령도,2018-01-11 19:00,-9.4,,5.7,290,68,1515
102,백령도,2018-01-11 20:00,-9.3,,5.4,290,63,1577
102,백령도,2018-01-11 21:00,-9.8,0,4.9,320,72,322
102,백령도,2018-01-11 22:00,-9.7,,4,320,69,1019
102,백령도,2018-01-11 23:00,-10,,4.3,320,59,1987
102,백령도,2018-01-12 00:00,-10.1,0,4.6,320,62,1087
102,백령도,2018-01-12 01:00,-9.9,,5.3,290,62,1277
102,백령도,2018-01-12 02:00,-9.7,,3.3,320,63,2000
102,백령도,2018-01-12 03:00,-9.6,0,2.2,320,63,2000
102,백령도,2018-01-12 04:00,-9.4,,4.9,320,60,2000
102,백령도,2018-01-12 05:00,-9.2,,4.9,290,58,2000
102,백령도,2018-01-12 06:00,-9,0,4.2,320,59,2000
102,백령도,2018-01-12 07:00,-8.7,,4.4,290,59,2000
102,백령도,2018-01-12 08:00,-8.5,,3.8,320,61,2000
102,백령도,2018-01-12 09:00,-8.1,0,3.7,290,59,2000
102,백령도,2018-01-12 10:00,-7.4,,2.8,320,57,1986
102,백령도,2018-01-12 11:00,-6.2,,2.5,320,49,1990
102,백령도,2018-01-12 12:00,-4.9,0,1.8,360,48,2000
102,백령도,2018-01-12 13:00,-5.1,,1.4,50,49,2000
102,백령도,2018-01-12 14:00,-5.1,,1.3,50,54,2000
102,백령도,2018-01-12 15:00,-5.5,,2.5,110,57,2000
102,백령도,2018-01-12 16:00,-4.7,,2.4,160,62,2000
102,백령도,2018-01-12 17:00,-5.5,,3.6,140,71,2000
102,백령도,2018-01-12 18:00,-5.5,0,4.3,110,89,680
102,백령도,2018-01-12 19:00,-4.4,,5.4,110,93,772
102,백령도,2018-01-12 20:00,-3.8,,6.7,110,94,313
102,백령도,2018-01-12 21:00,-3.8,.3,3.7,90,94,317
102,백령도,2018-01-12 22:00,-4.5,,4,90,94,657
102,백령도,2018-01-12 23:00,-5.2,,4.9,90,94,749
102,백령도,2018-01-13 00:00,-5.3,.1,4.8,90,94,1064
102,백령도,2018-01-13 01:00,-5,,4.6,90,94,1129
102,백령도,2018-01-13 02:00,-3.9,,4.5,110,94,851
102,백령도,2018-01-13 03:00,-3.4,0,4,140,94,656
102,백령도,2018-01-13 04:00,-3.3,,4,110,94,1015
102,백령도,2018-01-13 05:00,-3.7,,2.9,90,94,1156
102,백령도,2018-01-13 06:00,-2.9,0,2.2,140,94,945
102,백령도,2018-01-13 07:00,-3.2,,1.9,110,93,872
102,백령도,2018-01-13 08:00,-3.1,,4.6,140,94,507
102,백령도,2018-01-13 09:00,-2.8,0,5,110,94,282
102,백령도,2018-01-13 10:00,-2.2,,4.4,110,95,451
102,백령도,2018-01-13 11:00,-1.8,,4,110,95,336
102,백령도,2018-01-13 12:00,-1.2,0,3.7,110,95,282
102,백령도,2018-01-13 13:00,-1.6,,3.5,110,94,296
102,백령도,2018-01-13 14:00,-1.1,,3.6,110,94,658
102,백령도,2018-01-13 15:00,-1.1,,4.2,110,94,476
102,백령도,2018-01-13 16:00,-.8,,4.8,140,94,499
102,백령도,2018-01-13 17:00,-.1,,4.9,110,95,190
102,백령도,2018-01-13 18:00,.4,,4.8,110,95,172
102,백령도,2018-01-13 19:00,.5,,5,110,95,153
102,백령도,2018-01-13 20:00,.4,,4.4,110,95,129
102,백령도,2018-01-13 21:00,-.4,,4.9,90,95,58
102,백령도,2018-01-13 22:00,-.5,,5,90,96,28
102,백령도,2018-01-13 23:00,-.3,,5.6,90,96,37
102,백령도,2018-01-14 00:00,-.4,,5.6,90,96,49
102,백령도,2018-01-14 01:00,-.3,,5.8,90,96,71
102,백령도,2018-01-14 02:00,0,,5.4,110,96,86
102,백령도,2018-01-14 03:00,-.3,,5.8,110,96,62
102,백령도,2018-01-14 04:00,-.2,,6.3,110,96,38
102,백령도,2018-01-14 05:00,.1,,4.6,110,96,64
102,백령도,2018-01-14 06:00,3.8,,7.4,230,92,2000
102,백령도,2018-01-14 07:00,3.9,,5.5,230,70,2000
102,백령도,2018-01-14 08:00,4,,3.6,230,68,1979
102,백령도,2018-01-14 09:00,4.3,,5.2,230,69,2000
102,백령도,2018-01-14 10:00,4.5,,4.4,230,68,1991
102,백령도,2018-01-14 11:00,5.1,,4.8,230,66,2000
102,백령도,2018-01-14 12:00,5.2,,7,230,69,1924
102,백령도,2018-01-14 13:00,5.3,,7,230,70,2000
102,백령도,2018-01-14 14:00,5.7,,11.8,200,72,2000
102,백령도,2018-01-14 15:00,5.7,,12.6,200,71,2000
102,백령도,2018-01-14 16:00,5.8,,11.2,200,74,2000
102,백령도,2018-01-14 17:00,5.7,,10.4,200,77,2000
102,백령도,2018-01-14 18:00,5.8,,8.7,230,81,2000
102,백령도,2018-01-14 19:00,5.8,,6.6,230,82,2000
102,백령도,2018-01-14 20:00,6,,11.7,200,80,2000
102,백령도,2018-01-14 21:00,6.1,,8,230,83,2000
102,백령도,2018-01-14 22:00,6.2,,8,230,86,2000
102,백령도,2018-01-14 23:00,6.2,,8.9,270,86,2000
102,백령도,2018-01-15 00:00,5.5,,9.5,270,89,2000
102,백령도,2018-01-15 01:00,4.6,,5.7,270,78,1946
102,백령도,2018-01-15 02:00,4.1,,5.2,290,74,1588
102,백령도,2018-01-15 03:00,3.7,,5.6,290,75,1012
102,백령도,2018-01-15 04:00,3.5,,6.1,290,76,639
102,백령도,2018-01-15 05:00,2.5,,5.8,290,77,495
102,백령도,2018-01-15 06:00,2,,2.3,320,77,497
102,백령도,2018-01-15 07:00,1.7,,2,320,79,617
102,백령도,2018-01-15 08:00,1.6,,1.5,340,81,519
102,백령도,2018-01-15 09:00,1.7,,1,360,84,507
102,백령도,2018-01-15 10:00,2.7,,1.8,70,74,856
102,백령도,2018-01-15 11:00,3.4,,2.2,70,65,1078
102,백령도,2018-01-15 12:00,4,,1.2,320,60,1252
102,백령도,2018-01-15 13:00,3,,1.6,320,64,1049
102,백령도,2018-01-15 14:00,3.3,,1.3,20,62,1280
102,백령도,2018-01-15 15:00,3,,1.6,20,65,1396
102,백령도,2018-01-15 16:00,1.8,,2.1,50,69,1551
102,백령도,2018-01-15 17:00,1.2,,.9,50,69,1644
102,백령도,2018-01-15 18:00,1,,1.4,20,62,1918
102,백령도,2018-01-15 19:00,.9,,1.2,320,66,1971
102,백령도,2018-01-15 20:00,.9,,1,290,67,1942
102,백령도,2018-01-15 21:00,.8,,2.9,250,73,1836
102,백령도,2018-01-15 22:00,1.2,,1.5,340,75,1832
102,백령도,2018-01-15 23:00,1.1,,2.1,200,73,1955
102,백령도,2018-01-16 00:00,1.5,,1.3,250,71,2000
102,백령도,2018-01-16 01:00,1.9,,1.5,270,68,1999
102,백령도,2018-01-16 02:00,1.8,,2,160,69,1968
102,백령도,2018-01-16 03:00,1.8,,2.5,140,78,1778
102,백령도,2018-01-16 04:00,1.7,,2,110,80,1735
102,백령도,2018-01-16 05:00,1.4,,3.6,110,87,1290
102,백령도,2018-01-16 06:00,1.9,,3.9,140,86,1550
102,백령도,2018-01-16 07:00,1.8,,4.3,90,88,1382
102,백령도,2018-01-16 08:00,1.9,,4.9,90,81,1330
102,백령도,2018-01-16 09:00,1.6,0,5.7,110,86,904
102,백령도,2018-01-16 10:00,1.5,,6,90,86,739
102,백령도,2018-01-16 11:00,1.3,,5.2,90,89,535
102,백령도,2018-01-16 12:00,.6,.5,4.1,70,93,252
102,백령도,2018-01-16 13:00,.9,,3.7,90,93,477
102,백령도,2018-01-16 14:00,1.3,,3.9,90,89,557
102,백령도,2018-01-16 15:00,1.6,0,3.6,110,89,524
102,백령도,2018-01-16 16:00,1.8,,4,70,87,558
102,백령도,2018-01-16 17:00,1.7,,4.6,110,82,644
102,백령도,2018-01-16 18:00,1.5,,4.2,90,90,559
102,백령도,2018-01-16 19:00,1.4,,5,110,93,336
102,백령도,2018-01-16 20:00,1.4,,2.9,110,93,407
102,백령도,2018-01-16 21:00,1.1,,2.2,70,94,295
102,백령도,2018-01-16 22:00,1.2,,2.3,70,94,234
102,백령도,2018-01-16 23:00,1.2,,2.7,50,95,211
102,백령도,2018-01-17 00:00,1.2,,2.8,70,95,250
102,백령도,2018-01-17 01:00,1.3,,3.1,70,95,324
102,백령도,2018-01-17 02:00,1.6,,2.9,70,95,326
102,백령도,2018-01-17 03:00,1.8,,2.1,70,95,588
102,백령도,2018-01-17 04:00,1.6,,2.3,70,93,472
102,백령도,2018-01-17 05:00,1.8,,1.9,70,93,614
102,백령도,2018-01-17 06:00,1.9,,1.4,70,92,644
102,백령도,2018-01-17 07:00,2.6,,.9,20,81,845
102,백령도,2018-01-17 08:00,2.1,,1.1,70,83,825
102,백령도,2018-01-17 09:00,2.3,,.9,320,82,806
102,백령도,2018-01-17 10:00,2.9,,.5,290,82,809
102,백령도,2018-01-17 11:00,3.4,,2.2,250,84,732
102,백령도,2018-01-17 12:00,4.4,,1.3,270,77,831
102,백령도,2018-01-17 13:00,5.3,,1.9,200,78,799
102,백령도,2018-01-17 14:00,6.2,,2.7,200,65,826
102,백령도,2018-01-17 15:00,5.6,,1.6,180,71,850
102,백령도,2018-01-17 16:00,4.4,,2.4,200,83,718
102,백령도,2018-01-17 17:00,3.8,,1.4,200,92,541
102,백령도,2018-01-17 18:00,4,,4.9,270,84,310
102,백령도,2018-01-17 19:00,3.4,,3.3,270,75,666
102,백령도,2018-01-17 20:00,3.5,,4.2,290,72,807
102,백령도,2018-01-17 21:00,3.2,,4.8,290,71,980
102,백령도,2018-01-17 22:00,3.1,,3.8,290,69,1263
102,백령도,2018-01-17 23:00,3,,4.5,290,71,1331
102,백령도,2018-01-18 00:00,2.9,,4.6,290,71,1929
102,백령도,2018-01-18 01:00,2.8,,3.5,290,70,1815
102,백령도,2018-01-18 02:00,2.7,,3.7,290,62,2000
102,백령도,2018-01-18 03:00,1.2,,1.6,50,92,389
102,백령도,2018-01-18 04:00,.7,,1.5,50,94,462
102,백령도,2018-01-18 05:00,.6,,1.5,50,92,648
102,백령도,2018-01-18 06:00,.5,,1.1,20,73,1169
102,백령도,2018-01-18 07:00,.3,,1.4,20,83,897
102,백령도,2018-01-18 08:00,0,,1.1,360,80,965
102,백령도,2018-01-18 09:00,.3,,1.1,340,76,1131
102,백령도,2018-01-18 10:00,.8,,1.4,320,66,1481
102,백령도,2018-01-18 11:00,1.4,,.8,340,57,1874
102,백령도,2018-01-18 12:00,1.8,,.8,320,51,2000
102,백령도,2018-01-18 13:00,2.1,,.8,50,55,1973
102,백령도,2018-01-18 14:00,2.3,,1,360,50,1961
102,백령도,2018-01-18 15:00,1.7,,1.2,20,56,1988
